game_id,rated,start_time,end_time,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
136891385990,TRUE,1743462194000,1743462435000,36,resign,black,180+2,shanew012,305,Guesst8570791014,358,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Ne4 Na5 Bxd5 Qxd5 O-O Qxe4 Re1 Qg6 Rxe5+ Be7 Qe2 Bh3 Rxe7+ Kf8 Kf1 Bxg2+ Ke1 Nc6 Rxc7 Re8 Rc8 Rxc8 Kd1 Nd4 b3 Nxe2,C57,Italian Game Knight Attack Normal Variation,1
136891281786,TRUE,1743461892000,1743462154000,35,resign,white,180+2,shanew012,312,ApollosArc,296,e4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ exf6 Bc4 Qe7+ Ne2 Qc5 d3 f5 Be3 Qe5 d4 Qd6 Bf4 Qb4+ Nc3 Qxb2 O-O Qxc3 Re1+ Be7 Bd2 Qb2 Rb1 Qxd4 Rb4 O-O Bxf7+ Kxf7 Rxd4,B01,Scandinavian Defense Closed,4
136866873900,TRUE,1743413182000,1743413648000,63,mate,white,180+2,MPBPS,337,shanew012,296,e4 e5 Nf3 Nf6 c3 Nxe4 d4 Qe7 d5 d6 Qa4+ c6 Qxe4 g6 dxc6 Nxc6 Bb5 Bf5 Bxc6+ Bd7 Bxb7 Rd8 Bg5 f6 Be3 Bg7 O-O O-O Bd5+ Be6 Bxa7 Qxa7 Bxe6+ Kh8 Nbd2 f5 Qh4 Rde8 Ng5 Bf6 Bd5 Rb8 b4 Rb5 Bc4 d5 Bxb5 Qb7 a4 d4 cxd4 exd4 Rac1 d3 Rc6 Rc8 Rxf6 Rc2 Rf7 Rxd2 Rxb7 Rc2 Qxh7#,C42,Petrovs Defense,
136866803756,TRUE,1743413007000,1743413084000,15,mate,white,180+2,shanew012,303,Arcadiyo,310,e4 e5 Nf3 f6 Nxe5 fxe5 Qh5+ g6 Qxe5+ Be7 Qxh8 Kf7 Bc4+ Kf8 Qxg8#,C40,Kings Pawn Opening Kings Knight Variation,
136866759188,TRUE,1743412894000,1743413004000,19,resign,white,180+2,STpelin,385,shanew012,294,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 f5 d3 Nc6 Nxc6 Be7 Nxd8 O-O dxe4 Bxd8 Nc3 Re8 Qc4+,C42,Petrovs Defense Classical Variation,
136866721304,TRUE,1743412799000,1743412890000,19,resign,white,180+2,Riju7777777,350,shanew012,300,e4 e5 Nf3 Nf6 Nc3 Bc5 h3 O-O Bc4 c6 d4 d5 dxe5 Nxe4 Nxe4 dxe4 Ng5 Qxg5 Bxg5,C42,Petrovs Defense Three Knights Game,
136855069820,TRUE,1743376140000,1743376478000,111,outoftime,white,120+1,shanew012,288,sivamos,145,e4 c5 Nf3 Nc6 Bc4 Nf6 Ng5 e6 O-O Ne5 Bb5 a6 Bd3 c4 Be2 b5 Nc3 b4 Na4 d5 exd5 exd5 Nc5 Bxc5 Bxc4 dxc4 d3 c3 bxc3 bxc3 d4 Bxd4 Be3 Bxe3 Qxd8+ Kxd8 fxe3 Bf5 Rfd1+ Ke7 Rd2 Rhd8 Rf2 Be4 Nxe4 Nxe4 Rf5 Rd5 Raf1 f6 R1f4 Nd2 Rh5 g5 Rxh7+ Ke6 Rg4 Nxg4 e4 Re5 h3 Ne3 g3 Nd1 h4 Rxe4 hxg5 Re1+ Kg2 fxg5 Rh6+ Ke5 Rh5 Re8 Rxg5+ Kf6 Rh5 R8e2+ Kh3 Rg1 Kg4 Rh2 Rh6+ Rxh6 Kf4 Rf1+ Kg4 Rg6+ Kh5 Ne4 Kh4 Nxg3 Kh3 Rh1+ Kg2 Rg1+ Kxg1 Ne4+ Kf1 Rg1+ Kxg1 Ng3 Kg2 Nf5 Kf3 Nd6 Ke2 Nb2 Ke3 Nbc4+ Kd4,B30,Sicilian Defense Old Sicilian Variation,1
136851970206,TRUE,1743368291000,1743368743000,98,mate,black,300,majidgbr,272,shanew012,308,e4 e5 f3 Nf6 g3 Nxe4 fxe4 Be7 b4 Bxb4 Bb2 h5 Bxe5 h4 Bxg7 hxg3 Bxh8 gxh2 Rxh2 Qe7 Rh6 Qxe4+ Qe2 Bxd2+ Kxd2 Qxe2+ Kxe2 b6 Bg7 Ba6+ Kd2 Bxf1 Rh8+ Ke7 Rh6 Nc6 Nc3 Rg8 Bf6+ Kf8 Rxf1 Nb4 Rf2 Nxa2 Nd5 Rxg1 Nxc7 Rc1 Rh7 Kg8 Rg7+ Kf8 Ne6+ fxe6 Be7+ Kxg7 Bf6+ Kg6 Bd8 Ra1 Rg2+ Kf5 Rg7 Nb4 Rxd7 Ra2 Be7 Rxc2+ Ke3 Rc3+ Kd4 Rd3+ Kc4 Rxd7 Bxb4 a5 Bxa5 bxa5 Kb5 Kf6 Kxa5 Ke7 Kb5 e5 Kc4 e4 Kc3 e3 Kc2 e2 Kc3 e1=Q+ Kc4 Qc1+ Kb3 Rb7+ Ka4 Qa1#,C20,Kings Pawn Opening,1
136851565734,TRUE,1743367428000,1743367903000,93,mate,draw,300,shanew012,300,DomiN8chess,321,e4 e5 Nf3 Qf6 b3 g5 Bb2 g4 Bxe5 Qe6 d4 gxf3 d5 Qxe5 g3 Qxa1 Qxf3 Bb4+ Ke2 b6 Qf5 Ba6+ Kf3 Qxb1 Qe5+ Ne7 Qxh8+ Ng8 Qxg8+ Ke7 Qg5+ f6 Qg7+ Kd6 Qxf6+ Kc5 Qe7+ d6 Qxc7+ Kd4 Qg7+ Kc5 Qc7+ Kd4 Bxa6 Nxa6 Qc4+ Ke5 Rxb1 Rf8+ Ke3 h6 Qxa6 Be1 Rxe1 Kf6 Qxa7 Rf7 Qxb6 Kg7 Qxd6 Rf6 Qd7+ Kg6 c4 Ra6 c5 Rxa2 c6 Ra3 c7 Rxb3+ Kf4 Rc3 c8=N Rb3 Qe6+ Kg7 d6 Rb7 d7 Rxd7 Qxd7+ Kf6 Qe7+ Kg6 Nd6 Kh5 Ne8 Kg6 Qf6+ Kh5 e5,C40,Kings Pawn Opening Kings Knight Variation,
136851376646,TRUE,1743367031000,1743367423000,85,resign,white,300,NukeSuper,312,shanew012,299,d4 Nf6 c3 Nc6 b4 g6 a3 Bg7 e3 O-O Bb5 a6 Bxc6 bxc6 a4 d5 b5 cxb5 axb5 axb5 Rxa8 Bg4 Rxd8 Rxd8 f3 Bh5 g4 Nxg4 fxg4 Bxg4 Qxg4 Ra8 Qd7 Ra1 Qxe7 Rxb1 Qe8+ Bf8 Kd1 b4 cxb4 Rxb4 Qc6 f5 Ba3 Rb1+ Kc2 Re1 Bxf8 Kxf8 Qxc7 Rxe3 Qxh7 Re4 Qh6+ Kf7 Qh7+ Kf6 Qh8+ Kg5 Nf3+ Kf4 Re1 Kxf3 Rxe4 Kxe4 Qe5+ Kf3 Qxd5+ Kf4 h4 Kg4 Qh1 Kh5 d5 g5 hxg5+ Kxg5 d6 f4 d7 f3 d8=Q+ Kg6 Qxf3,A45,Indian Game,1
136851314932,TRUE,1743366903000,1743367004000,19,resign,white,300,shanew012,307,kefonemakurvi,287,e4 e5 Nf3 Nc6 Bc4 h6 O-O Bc5 Nc3 Nd4 Nxe5 d6 Nxf7 Qf6 Nxh8 Qg5 d3 Bh3 Bxg5,C50,Italian Game,
136851038774,TRUE,1743366332000,1743366894000,84,mate,black,300,shanew012,299,kelvin703,336,e4 e5 Nf3 d5 d4 dxe4 Nxe5 Bf5 Bf4 f6 Nc4 b5 Ne3 Bd7 g3 Bc6 Bg2 Qe7 O-O g5 d5 Bd7 Nf5 Bxf5 d6 cxd6 Bxd6 Qxd6 Qxd6 Bxd6 Rd1 Be5 Rd5 Bxb2 Rxf5 Bxa1 Bxe4 Ne7 Bxa8 Nxf5 Be4 Nd4 Nd2 O-O Nf3 Rc8 Nxd4 Bxd4 c3 Rxc3 Bd5+ Kf8 h4 gxh4 gxh4 Rc5 Be4 f5 Bd3 Nc6 h5 Ne5 Bxf5 Nf3+ Kg2 Rxf5 Kg3 a5 Kg4 Rf7 Kg3 a4 Kg2 b4 Kf1 b3 Ke2 bxa2 Kd3 a1=Q Kc2 Qc3+ Kd1 Qd2#,C40,Kings Pawn Opening Kings Knight Variation,
136850779266,TRUE,1743365805000,1743366320000,122,resign,white,300,jt088,317,shanew012,306,e4 e5 Qh5 Nf6 Qxe5+ Be7 d4 O-O Bg5 Bd6 Qg3 Bxg3 hxg3 Nxe4 Bxd8 Re8 Be2 Rxd8 Nf3 b6 O-O Bb7 Bd3 Ba6 Bxe4 c6 Re1 Re8 Bxh7+ Kxh7 Rxe8 d5 Ng5+ Kg6 Re5 Kf6 Nh7+ Kg6 Nf8+ Kf6 Nc3 c5 dxc5 Kxe5 Re1+ Kf6 Nxd5+ Kf5 Nc7 bxc5 Nxa8 Bb7 Nc7 Nc6 Nb5 Nb4 Nd6+ Kf6 Nxb7 Nxc2 Re8 g5 Nh7+ Kg6 Rh8 Nb4 Nd6 Nxa2 f4 gxf4 gxf4 c4 Nxc4 Nb4 Nd6 Nd3 Nf8+ Kg7 Rh3 Kxf8 Rxd3 Ke7 Nxf7 Kxf7 Rd7+ Ke6 Rxa7 Kf5 b4 Kxf4 b5 Ke5 b6 Kd6 b7 Kc7 b8=Q+ Kxb8 Rf7 Kc8 g4 Kd8 g5 Ke8 Rf6 Ke7 Rf3 Ke8 g6 Ke7 g7 Ke6 g8=Q+ Ke5 Re3+ Kf4 Kf2 Kf5 Qf8+ Kg4 Rg3+ Kh4,C20,Kings Pawn Opening,1
136786783222,TRUE,1743210920000,1743211312000,72,resign,black,300,shanew012,314,geovannymanrique,338,e4 d5 Nc3 dxe4 Nxe4 Bf5 d3 Bxe4 dxe4 Nc6 Bc4 Nf6 Qe2 Qd4 Be3 Qxe4 f3 Nd4 Bxd4 Qxd4 c3 Qd6 Nh3 c6 O-O b5 Bb3 g6 Rad1 Qc5+ Nf2 Bh6 Bc2 Kf8 b4 Qb6 Rfe1 Be3 Rd3 Bxf2+ Kf1 Bxe1 Kxe1 Rd8 Rxd8+ Qxd8 a4 bxa4 Bxa4 Kg7 Bxc6 Qc7 b5 Rd8 g4 a6 bxa6 Qxc6 a7 Ra8 Qe3 Nd5 Qd4+ f6 c4 Qe6+ Kd2 Qe3+ Kc2 Nb4+ Kb2 Qxd4+,B01,Scandinavian Defense Closed,3
136786507716,TRUE,1743210022000,1743210364000,87,resign,white,300,enjoychessA1,343,shanew012,322,e4 e5 d3 Bc5 f4 d6 f5 Nf6 h3 Nc6 c3 d5 Bg5 dxe4 dxe4 Qxd1+ Kxd1 O-O Bxf6 gxf6 g4 Bxg1 Rxg1 Rd8+ Nd2 b5 Bxb5 Na5 b4 Bd7 Bxd7 Rxd7 bxa5 Rad8 Kc2 Rxd2+ Kb3 R2d3 Rac1 Rxh3 Rcd1 Rxd1 Rxd1 Rh4 Rg1 h5 gxh5+ Kh7 Re1 Rxh5 Kb4 Kh6 Kb5 Kg5 Ka6 Kf4 Kxa7 c5 a6 Kf3 Kb7 Kf2 Rd1 Ke3 a7 Rh8 Rd7 Kxe4 Rc7 Kxf5 Rc8 Rxc8 Kxc8 e4 a8=Q e3 Qf3+ Ke5 Qxe3+ Kf5 Qxc5+ Ke6 Qc4+ Ke7 a4 f5 a5,C20,Kings Pawn Opening Leonardis Variation,
136786467378,TRUE,1743209892000,1743210009000,18,resign,black,300,shanew012,330,maint817517,415,e4 e5 Nf3 Nc6 c3 Nf6 d4 exd4 cxd4 d5 e5 Ng4 Ng5 f6 Nh3 fxe5 Qxg4 Bxg4,C44,Ponziani Opening Jaenisch Counterattack,2
136786030932,TRUE,1743208505000,1743208669000,39,mate,white,300,APK_Offc123,379,shanew012,338,e4 e5 Nc3 Bc5 a3 Nf6 b4 Bb6 Nd5 Nxe4 Nxb6 Qf6 f3 Ng5 Nxa8 e4 d3 exf3 Nxf3 Nxf3+ Qxf3 Qxf3 gxf3 O-O Bf4 Re8+ Be2 d6 O-O Bh3 Rfe1 Nc6 Nxc7 Re7 Bxd6 Rd7 Bf1 Bxf1 Re8#,C25,Vienna Game Anderssen Defense,
136785862698,TRUE,1743207979000,1743208467000,62,mate,black,300,shanew012,345,cpyshnav,360,e4 e5 Nf3 Qf6 Nc3 c6 d4 exd4 Nxd4 Bc5 Bc4 Nh6 O-O d6 Re1 Bxd4 Bxh6 gxh6 Ne2 Qxf2+ Kh1 Rg8 Rg1 Qh4 Nxd4 Nd7 Nf5 Qxe4 Nxh6 Rg6 Bxf7+ Ke7 Bxg6 Nf6 Bxh7 Qxh7 Ng8+ Qxg8 Qe2+ Kf8 Rge1 Qf7 Qd3 Ng4 Rf1 Nf2+ Rxf2 Qxf2 Rf1 Bf5 Qxd6+ Kg7 Rxf2 Bxc2 Rxc2 Rf8 Qd7+ Kg8 Qg4+ Kh8 Rc5 Rf1#,C40,Kings Pawn Opening Kings Knight Variation,
136785124828,TRUE,1743205744000,1743206121000,78,mate,black,300,grecoinacio,331,shanew012,353,d4 Nf6 Nc3 Nc6 Bg5 d5 e3 Bf5 Bd3 Bxd3 Qxd3 Nb4 Qb5+ c6 Qxb4 Ne4 Nxe4 dxe4 Qxb7 Rb8 Qxc6+ Qd7 Qxe4 Rxb2 O-O-O Qb7 Qe5 Rb1+ Kd2 Qb4+ c3 Qb2+ Kd3 Rxd1+ Ke4 Qc2+ Kf4 f6 Qb8+ Kf7 Bh4 g5+ Bxg5 fxg5+ Kxg5 Qg6+ Kf4 Bh6+ Kf3 Rxb8 Ke2 Qh5+ f3 Rb2+ Kxd1 Rb1+ Kc2 Qb5 Kd2 Bxe3+ Kxe3 Re1+ Kf2 Qe2+ Kg3 Qf1 Kf4 Qxg2 c4 Qxh1 Nh3 Qxh2+ Kg4 Rg1+ Kh4 Qg3+ Kh5 Qxh3#,A45,Indian Game,1
136785063466,TRUE,1743205566000,1743205741000,31,resign,white,300,RLASO77,374,shanew012,345,d4 Nf6 Bg5 Nc6 Nf3 d5 Nc3 Bf5 e3 e6 Bd3 Bb4 Bxf5 exf5 O-O O-O Ne5 Nxe5 dxe5 Ne4 Bxd8 Raxd8 Nxe4 dxe4 Qe2 Rd2 Qc4 Ba5 Rad1 Rd7 Rxd7,A45,Trompowsky Attack,
136785040420,TRUE,1743205499000,1743205550000,9,resign,white,300,shanew012,353,ZippoNecmi,323,e4 e5 Nf3 Nc6 Bc4 Bc5 h4 d6 Ng5,C50,Giuoco Piano Game,
136784844868,TRUE,1743204940000,1743205409000,93,mate,white,300,shanew012,345,nuruax,310,e4 d5 d4 dxe4 d5 Nf6 Bc4 e6 Bg5 h6 Bxf6 gxf6 Nc3 exd5 Qe2 dxc4 Rd1 Bd6 Nxe4 f5 Nf6+ Kf8 Nd5 Rg8 Qxc4 Rxg2 Nxc7 Bxc7 Rxd8+ Bxd8 Qxc8 Nc6 Qxa8 Nd4 Qxb7 Nxc2+ Kd2 Rxf2+ Kc3 Bf6+ Kc4 Ne3+ Kd3 Ng4 Qb8+ Kg7 Nh3 Nxh2 Nxf2 Nf3 b4 Ne5+ Kd4 Nc6+ Kc5 Nxb8 b5 Nd7+ Kc6 Ne5+ Kb7 Bd8 Kxa7 f4 b6 Nc4 b7 Bc7 Rc1 Nd6 Rxc7 Nxb7 Rxb7 Kg6 a4 Kg5 Kb6 Kh4 Rxf7 Kg3 Nh1+ Kg4 a5 f3 a6 h5 a7 h4 a8=R h3 Rg8+ Kh4 Rh7#,D00,Queens Pawn Opening Blackmar Gambit,1
136784776602,TRUE,1743204748000,1743204937000,33,mate,white,300,ChronicAlkie,374,shanew012,337,e4 e5 Nf3 Nf6 Ng5 g6 Bc4 Nc6 Nxf7 Qe7 Nxh8 Nxe4 Bf7+ Kd8 Bd5 Nf6 Bb3 e4 O-O b6 Re1 Bb7 d3 Ng4 Qxg4 Nd4 Rxe4 Ne2+ Rxe2 Qg7 Nf7+ Kc8 Re8#,C42,Petrovs Defense,
136784724590,TRUE,1743204603000,1743204743000,32,mate,black,300,Asahelzepeda,321,shanew012,344,e4 e5 Qh5 Nf6 Qxe5+ Be7 Bc4 O-O Nf3 d6 Qf5 Bxf5 exf5 d5 Bd3 Re8 Ng5 Bd6+ Kf1 Ne4 f3 Qxg5 fxe4 dxe4 Bxe4 Rxe4 d3 Qxf5+ Bf4 Qxf4+ Kg1 Re1#,C20,Kings Pawn Opening,1
136784188566,TRUE,1743203134000,1743203753000,88,outoftime,black,300,shanew012,336,avnsh81,334,e4 e5 Nf3 Nc6 Bc4 Nd4 Nxe5 Qe7 f4 Nh6 b3 d6 Bxf7+ Nxf7 Nxf7 Qxf7 e5 dxe5 O-O Bc5 Kh1 exf4 Re1+ Be6 c4 O-O Nc3 f3 g3 f2 Rf1 Nf3 Ne4 Bd4 Nxf2 Bxa1 d4 Bg4 Nxg4 Bxd4 Rxf3 Qh5 Qxd4 Rxf3 c5 Re8 Ne5 Rxe5 Qd8+ Re8 Qxc7 Rf1+ Kg2 Qe2+ Kh3 Rxc1 Qxb7 Qe6+ Kg2 Qh6 Qxa7 Qh5 c6 Re2+ Qf2 Rxf2+ Kxf2 Rc2+ Ke3 Qe2+ Kd4 Qd2+ Ke5 Qe2+ Kd6 Rd2+ Kc5 Rd3 Kc4 Qc2+ Kb4 Rd4+ Kb5 Rd5+ Kb6 Qxc6+ Kxc6 Rd8,C50,Italian Game,
136744541818,TRUE,1743108932000,1743109014000,33,mate,white,60,Perzzz12,324,shanew012,283,e4 e5 Nf3 Bc5 Nxe5 Nf6 Nxf7 Nxe4 Nxd8 Kxd8 Bd3 Re8 Bxe4 Rf8 Bxb7 Bxf2+ Kf1 Nc6 Bxa8 Bd4+ Ke1 Nb4 Qg4 Ba6 Qxd4 Nc6 Bxc6 d6 Qxa7 Rf6 Qa8+ Ke7 Qe8#,C40,Kings Pawn Opening Kings Knight Variation,
136744203770,TRUE,1743108262000,1743108435000,40,mate,black,180,shanew012,344,CRISTOPHERCVC1,383,e4 g6 Nf3 f5 exf5 gxf5 Bc4 e6 O-O Nf6 d4 Ng4 Bf4 Rg8 Bg5 Be7 Bxe7 Qxe7 Nc3 Qf7 d5 Qh5 h3 Nf6 Nb5 c6 dxc6 bxc6 Nd6+ Kd8 Nxc8 Kxc8 g4 fxg4 hxg4 Qxg4+ Kh2 Qh5+ Nh4 Qxh4#,A04,Reti Opening Kingside Fianchetto Variation,1
136737771578,TRUE,1743096329000,1743096638000,62,outoftime,black,180,Dgxt5864,328,shanew012,351,e4 e5 g3 Nc6 Bg2 Nf6 b3 Bc5 Bb2 Ng4 Nh3 O-O d4 Nxd4 Bxd4 exd4 O-O Re8 f3 Ne3 Qd2 Nxf1 Bxf1 d3+ Kh1 dxc2 Qxc2 b5 Qxc5 Bb7 Qxb5 Rb8 Nc3 Re6 Bc4 Ba6 Qf5 Bxc4 bxc4 g6 Qc5 d6 Qxa7 f5 Ng5 Rf6 f4 fxe4 Ncxe4 h6 Nxf6+ Kg7 Nge4 Kf7 f5 gxf5 Nh5 fxe4 Rf1+ Ke6 Qd4 c5,C20,Kings Pawn Opening,1
136716326176,TRUE,1743045634000,1743045996000,77,outoftime,white,180,shanew012,343,ramitaog,355,e4 e5 Nf3 Bc5 Nxe5 Qh4 g3 Qxe4+ Be2 Qxh1+ Bf1 Qxh2 Qe2 Nc6 Nf3+ Nge7 Nxh2 d5 Bg2 O-O b3 Bd6 Ba3 Ne5 Bxd6 cxd6 c4 Bg4 f3 Bh5 cxd5 Nxd5 Nc3 Nb4 O-O-O Rae8 Qb5 Ned3+ Kb1 a6 Qxh5 g6 Qa5 f5 a3 Nc6 Qc7 Rc8 Qxb7 Rb8 Qxa6 Rxb3+ Kc2 Ndb4+ axb4 Nxb4+ Kxb3 Nxa6 g4 Rb8+ Kc4 Rb4+ Kd5 Nc7+ Kxd6 Nb5+ Kc5 Rb2 Nxb5 Rxb5+ Kxb5 fxg4 Rc1 gxf3 Rc8+ Kg7 Bxf3,C40,Kings Pawn Opening Kings Knight Variation,
136716320590,TRUE,1743045615000,1743045627000,7,mate,white,180,ramitaog,364,shanew012,334,e4 e5 Bc4 Bc5 Qh5 Nf6 Qxf7#,C20,Bishops Opening Boi Variation,
136628289862,TRUE,1742839191000,1742839795000,100,outoftime,black,300,marianom4tias,317,shanew012,342,e3 Nf6 b3 e5 Bb2 Bc5 Bxe5 d6 Bd4 Bf5 Bd3 Nc6 Bxf5 O-O Bc3 g6 Bd3 d5 Nf3 Nb4 Be2 Ne4 Bb2 Nc6 d3 d4 dxe4 dxe3 O-O exf2+ Rxf2 Bxf2+ Kxf2 Qxd1 Bxd1 Rfd8 Nc3 b5 Nxb5 Nb4 Nxc7 Rac8 Nd5 f5 Nf6+ Kf7 Nxh7 fxe4 Nfg5+ Kg8 Nf6+ Kh8 Nfxe4+ Kg8 Ne6 Re8 Bg4 Nxc2 Rc1 Kf7 Nd6+ Ke7 Nxc8+ Rxc8 Nd4 Rf8+ Bf3 Nxd4 Bxd4 g5 Rc7+ Kd6 Rxa7 g4 Ra5 Rf4 Be3 Rf6 g3 gxf3 b4 Rf7 b5 Kc7 b6+ Kb7 Ra7+ Kc6 Rxf7 Kd5 b7 Kc6 b8=R Kd6 Rf5 Kc6 Rb4 Kd6 Rb6+ Kc7,A00,Van t Kruijs Opening,1
136618332766,TRUE,1742821359000,1742821544000,46,resign,black,180,shanew012,334,nka22,425,e4 e5 Nf3 Nc6 Bc4 d6 Ng5 Qxg5 Qf3 Qf6 O-O Qxf3 gxf3 Bh3 Re1 Nf6 Nc3 Nh5 Nd5 O-O-O d3 Be6 Ne3 Bxc4 dxc4 Nd4 Nd5 Nxf3+ Kf1 Nxe1 Kxe1 Nf4 Bxf4 exf4 Nxf4 Be7 Nd5 Bf6 b4 Bxa1 Ne7+ Kd7 Nf5 Bc3+ Kd1 Bxb4,C50,Italian Game,1
136618232114,TRUE,1742821158000,1742821339000,36,resign,black,180,Schmuartz,339,shanew012,342,e4 e5 d4 Nc6 d5 Nd4 Be3 Bc5 Nf3 Nxf3+ Qxf3 Bxe3 fxe3 Nf6 Bc4 d6 Nc3 O-O O-O-O a6 Rhg1 b5 Nxb5 axb5 Bxb5 c6 Bxc6 Qa5 c3 Qxa2 Bxa8 Qxa8 h3 Qa4 g4 Nxe4,B00,Nimzowitsch Defense Kennedy Linksspringer Variation,
136601967138,TRUE,1742773951000,1742774276000,108,mate,black,180,shanew012,334,SimonFernandez22,327,e4 e5 Nf3 d6 d4 Nc6 dxe5 dxe5 b3 a6 Bb2 f6 Nxe5 fxe5 Qh5+ g6 Qf3 Qf6 Qxf6 Nxf6 Nc3 Bb4 O-O-O Bxc3 Bxc3 Nxe4 Bb2 Nxf2 Re1 Nxh1 Bxe5 Nxe5 Rxe5+ Kd8 c4 Re8 Rd5+ Ke7 g4 Bxg4 Bg2 Nf2 Re5+ Kd8 Bxb7 Nd3+ Kd2 Nxe5 Kc3 Rb8 Bxa6 Re6 Bb5 Rxb5 cxb5 Nf3 Kc4 Nxh2 Kd5 Ke7 Kc5 h5 b6 cxb6+ Kb5 Nf3 a4 h4 b4 h3 a5 bxa5 bxa5 h2 a6 h1=Q a7 Qb1+ Kc5 Qf5+ Kc4 Qe4+ Kc5 Qc6+ Kb4 Qb6+ Ka4 Re4+ Ka3 Qa5+ Kb3 Qb4+ Kc2 Qd2+ Kb3 Qb4+ Kc2 Rc4+ Kd3 Qc3+ Ke2 Ng1+ Kf2 Qf3+ Kxg1 Rc1+ Kh2 Qh3#,C45,Scotch Game,1
136601720792,TRUE,1742773232000,1742773574000,85,mate,white,180,shanew012,343,tesla_newton,321,e4 a5 Nf3 b6 Nc3 c5 e5 d6 Ne4 dxe5 Nxe5 Nd7 Nxd7 Qxd7 Qe2 e6 g3 f5 Ng5 Bb7 Bg2 Bxg2 Rg1 Bh3 Qh5+ g6 Qxh3 h5 d3 Bg7 b3 Bxa1 Bf4 Bf6 Nxe6 Qxe6+ Kd2 Rd8 Re1 Be5 Bxe5 Kd7 Bxh8 Qf6 Bxf6 Nxf6 Qh4 Nd5 Re5 Kc6 c4 Nc7 Qxd8 b5 Qf6+ Kb7 Qxg6 bxc4 Qxf5 cxb3 axb3 Kb6 Qxh5 Kb5 Rxc5+ Kb4 d4 Nb5 g4 Na3 g5 Kxb3 g6 Ka2 g7 Nb1+ Kd3 Na3 g8=Q+ Kb2 Qd1 Nb1 Qgb3+ Ka1 Qdxb1#,B00,Kings Pawn Opening,
136597506690,TRUE,1742762957000,1742763328000,77,outoftime,white,180,Aali6834,318,shanew012,335,e4 e5 Nf3 Nf6 Nc3 Qe7 Bc4 g6 O-O Bg7 d3 c6 Bg5 d5 Bxf6 Bxf6 exd5 O-O dxc6 Nxc6 Re1 Nd4 Nxd4 h5 h3 Bh4 g3 Bg5 h4 Bh6 Nf3 Qc7 Nxe5 Bg7 Nf3 Bxc3 bxc3 Bg4 Bd5 Bxf3 Qxf3 Qxc3 Bxb7 Rae8 Rxe8 Rxe8 Rd1 Qxc2 Kf1 Qxa2 Re1 Rxe1+ Kxe1 Qa1+ Ke2 a6 Bxa6 Qb2+ Ke3 Qa3 Bc4 Qa7+ Kd2 g5 hxg5 h4 gxh4 Kg7 h5 Qa2+ Ke3 f6 Qxf6+ Kh7 g6+ Kh6 Bg8,C42,Petrovs Defense Three Knights Game,
136591322664,TRUE,1742751215000,1742751274000,17,resign,white,180,shanew012,344,DewGuzzler,304,e4 e5 Bc4 Nf6 Nf3 Nxe4 Nxe5 Bc5 Qe2 f5 g4 fxg4 Qxe4 d6 Nc6+ Be6 Nxd8,C24,Bishops Opening Berlin Defense,
136591247524,TRUE,1742751077000,1742751193000,29,mate,white,180,shanew012,336,1danyi,303,e4 e5 Bc4 Bc5 Nf3 Qf6 b3 Ne7 Bb2 Nec6 Qe2 Na5 Nc3 O-O O-O-O a6 Nd5 Qd6 Nxe5 Nxc4 bxc4 b5 cxb5 axb5 Qg4 Qxe5 Bxe5 d6 Qxg7#,C20,Bishops Opening Boi Variation,1
136590699412,TRUE,1742750083000,1742750344000,45,outoftime,white,180,Arragetsdrunk,381,shanew012,328,e4 e5 Bc4 Nf6 Qf3 g6 g4 Bg7 g5 d5 exd5 Nxd5 d3 e4 Qxe4+ Be6 Nf3 Nc6 Nc3 O-O Nxd5 Bxd5 Bxd5 Ne7 Bxb7 Rb8 Ne5 Bxe5 Qxe5 f6 Qb5 Re8 Bf4 Nd5+ Kd2 Nxf4 Rhe1 Rxe1 Rxe1 Ng2 Re8+ Qxe8 Qxe8+ Rxe8 Bxg2,C24,Bishops Opening Berlin Defense,
136590452186,TRUE,1742749640000,1742749915000,55,mate,white,180,BlakeLemay,353,shanew012,335,e4 e5 Nc3 Nf6 Nf3 g6 d3 Nc6 Bg5 Nd4 Nd5 Nxf3+ gxf3 Bg7 Bxf6 Bxf6 Nxf6+ Qxf6 Qd2 O-O O-O-O d5 exd5 c6 dxc6 bxc6 Bh3 Bxh3 Rhe1 Rab8 f4 exf4 Qa5 Qxb2+ Kd2 c5 Rb1 Qf6 Qc7 Qg5 Rxb8 f3+ Kd1 Qg2 Rb7 Qxf2 Qe7 Qg2 Qf6 f2 Rxf7 Rxf7 Re8+ Rf8 Qxf8#,C42,Petrovs Defense Three Knights Game,
136590326358,TRUE,1742749415000,1742749609000,33,mate,white,180,shanew012,343,Lakehope,291,e4 d5 d4 dxe4 d5 Nf6 Bc4 Na6 f3 exf3 Nxf3 Nc5 O-O e6 Re1 Be7 dxe6 fxe6 Ng5 Nh5 Nxe6 Bxe6 Bxe6 Nxe6 Rxe6 Qc8 Qe2 Rf8 Bg5 Rf7 Rxe7+ Rxe7 Qxe7#,D00,Queens Pawn Opening Blackmar Gambit,1
